"reldenom","egender","ks2aps","region","instype","totpups","ofstedgrade"
"Non-religious","Mixed",25.3,"South West","Academy",293,"Requires Improvement"
"Religious","Mixed",28.7,"South West","Academy",1225,"Outstanding"
"Non-religious","Mixed",27.4,"South West","Academy",410,"Requires Improvement"
"Religious","Mixed",28.5,"South West","Foundation",1158,"Good"
"Religious","Single-sex",29.2,"South West","Academy",1100,"Good"
"Religious","Mixed",28.4,"South West","Academy",1496,"Good"
"Religious","Mixed",28.5,"South West","Academy",846,"Outstanding"
"Religious","Mixed",28.4,"South West","Academy",1080,"Good"
"Religious","Mixed",28.5,"South West","Voluntary",934,"Outstanding"
"Religious","Mixed",27.2,"South West","Voluntary",202,"Good"
"Religious","Mixed",27,"South West","Academy",510,"Good"
"Non-religious","Mixed",28.8,"South West","Academy",1361,"Good"
"Religious","Mixed",27.9,"South West","Academy",1571,"Good"
"Non-religious","Mixed",12.4,"South West","Academy",194,"Outstanding"
"Non-religious","Mixed",9.9,"South West","Academy",188,"Outstanding"
"Religious","Mixed",27.6,"South West","Foundation",1194,"Good"
"Non-religious","Mixed",27.1,"South West","Academy",765,"Good"
"Religious","Mixed",24.4,"South West","Academy",1009,"Good"
"Non-religious","Mixed",26.8,"South West","Academy",1096,"Good"
"Religious","Mixed",30.4,"South West","Academy",769,"Good"
"Religious","Mixed",NA,"South West","Academy",553,"Good"
"Non-religious","Mixed",25.3,"South West","Academy",766,"Good"
"Non-religious","Mixed",25.7,"South West","Academy",833,"Inadequate"
"Non-religious","Single-sex",29.5,"South West","Academy",780,"Outstanding"
"Non-religious","Mixed",28.2,"South West","Academy",1470,"Outstanding"
"Non-religious","Mixed",25.9,"South West","Academy",572,"Good"
"Non-religious","Mixed",26.5,"South West","Academy",1066,"Good"
"Religious","Mixed",25.8,"South West","Academy",648,"Good"
"Religious","Mixed",24.8,"South West","Academy",791,"Good"
"Religious","Mixed",25.9,"South West","Academy",653,"Requires Improvement"
"Non-religious","Mixed",30.3,"South West","Academy",1405,"Good"
"Religious","Mixed",29.4,"South West","Academy",1016,"Good"
"Religious","Mixed",27.7,"South West","Voluntary",728,"Good"
"Religious","Mixed",29,"South West","Voluntary",1662,"Outstanding"
"Non-religious","Mixed",NA,"South West","Community",94,"Good"
"Non-religious","Mixed",18.3,"South West","Community",66,"Good"
"Non-religious","Mixed",NA,"South West","Community",65,"Good"
"Non-religious","Mixed",NA,"South West","Community",29,"Good"
"Non-religious","Mixed",11.4,"South West","Community",147,"Good"
"Non-religious","Mixed",17.8,"South West","Community",138,"Good"
"Non-religious","Mixed",7.5,"South West","Foundation",108,"Good"
"Non-religious","Single-sex",21.2,"South West","Community",36,"Good"
"Non-religious","Mixed",28.3,"South West","Academy",1706,"Outstanding"
"Non-religious","Mixed",27.1,"South West","Academy",902,"Good"
"Religious","Mixed",28.1,"South West","Academy",1457,"Outstanding"
"Non-religious","Mixed",27.6,"South West","Academy",1187,"Outstanding"
"Religious","Mixed",28.5,"South West","Academy",1859,"Outstanding"
"Non-religious","Mixed",25.1,"South West","Academy",564,"Good"
"Non-religious","Mixed",28.5,"South West","Academy",999,"Good"
"Religious","Mixed",27.6,"South West","Academy",1262,"Outstanding"
"Non-religious","Mixed",27.6,"South West","Community",801,"Requires Improvement"
"Religious","Mixed",26.7,"South West","Foundation",1474,"Good"
"Non-religious","Mixed",NA,"South West","Community",64,"Good"
"Non-religious","Mixed",12,"South West","Community",109,"Good"
"Non-religious","Mixed",13.2,"South West","Foundation",90,"Outstanding"
"Non-religious","Mixed",26.8,"South West","Academy",824,"Good"
"Non-religious","Mixed",27.9,"South West","Academy",1117,"Good"
"Non-religious","Mixed",27.4,"South West","Community",1053,"Requires Improvement"
"Religious","Mixed",27.2,"South West","Other",342,"Good"
"Non-religious","Mixed",29.1,"South West","Academy",1644,"Good"
"Religious","Mixed",27.5,"South West","Foundation",680,"Requires Improvement"
"Non-religious","Mixed",27.3,"South West","Academy",1016,"Good"
"Non-religious","Mixed",27.5,"South West","Community",338,"Requires Improvement"
"Non-religious","Mixed",27.9,"South West","Academy",998,"Outstanding"
"Religious","Mixed",26.9,"South West","Academy",694,"Good"
"Non-religious","Mixed",27,"South West","Community",1231,"Requires Improvement"
"Non-religious","Mixed",27.4,"South West","Academy",684,"Good"
"Non-religious","Mixed",29.1,"South West","Academy",1808,"Requires Improvement"
"Non-religious","Mixed",25.9,"South West","Academy",1054,"Requires Improvement"
"Non-religious","Mixed",11.5,"South West","Community",136,"Good"
"Non-religious","Mixed",17.8,"South West","Community",38,"Good"
"Non-religious","Mixed",NA,"South West","Community",98,"Good"
"Non-religious","Mixed",4.6,"South West","Community",116,"Good"
"Religious","Mixed",28.7,"North East","Academy",1520,"Good"
"Religious","Mixed",28.2,"North East","Foundation",978,"Requires Improvement"
"Religious","Mixed",27.6,"North East","Voluntary",699,"Requires Improvement"
"Non-religious","Mixed",13.9,"North East","Academy",138,"Good"
"Non-religious","Mixed",28.2,"North East","Community",1391,"Requires Improvement"
"Religious","Mixed",27,"North East","Academy",1190,"Good"
"Non-religious","Mixed",29.2,"North East","Academy",1518,"Good"
"Non-religious","Mixed",25.6,"North East","Academy",791,"Good"
"Non-religious","Mixed",26.9,"North East","Academy",700,"Inadequate"
"Religious","Mixed",28.1,"North East","Voluntary",1404,"Requires Improvement"
"Non-religious","Mixed",26.3,"North East","Academy",624,"Good"
"Non-religious","Mixed",16.5,"North East","Community",141,"Good"
"Non-religious","Mixed",17.5,"North East","Community",80,"Inadequate"
"Non-religious","Mixed",6.6,"North East","Community",183,"Outstanding"
"Non-religious","Mixed",26.5,"North East","Academy",681,"Good"
"Non-religious","Mixed",28.1,"North East","Foundation",527,"Good"
"Non-religious","Mixed",28.2,"North East","Foundation",1220,"Good"
"Religious","Mixed",28.7,"North East","Academy",1580,"Outstanding"
"Religious","Mixed",26.5,"North East","Academy",613,"Requires Improvement"
"Religious","Mixed",28.7,"North East","Foundation",851,"Requires Improvement"
"Religious","Mixed",28.8,"North East","Voluntary",735,"Outstanding"
"Religious","Mixed",26.9,"North East","Academy",455,"Good"
"Non-religious","Mixed",8.2,"North East","Academy",149,"Outstanding"
"Non-religious","Mixed",3.3,"North East","Community",130,"Good"
"Non-religious","Mixed",20.3,"North East","Community",65,"Good"
"Religious","Mixed",30,"North East","Academy",701,"Outstanding"
"Non-religious","Mixed",25.8,"North East","Community",551,"Requires Improvement"
"Non-religious","Mixed",29.4,"North East","Academy",1318,"Good"
"Non-religious","Mixed",29.6,"North East","Community",1456,"Outstanding"
"Non-religious","Mixed",24.9,"North East","Academy",546,"Requires Improvement"
"Non-religious","Mixed",27.6,"North East","Community",1362,"Requires Improvement"
"Religious","Mixed",28.8,"North East","Academy",849,"Requires Improvement"
"Religious","Mixed",29.3,"North East","Voluntary",523,"Good"
"Religious","Mixed",26.9,"North East","Academy",392,"Requires Improvement"
"Non-religious","Mixed",12.9,"North East","Academy",295,"Good"
"Religious","Mixed",26.7,"Yorkshire and the Humber","Foundation",886,"Inadequate"
"Religious","Mixed",26,"Yorkshire and the Humber","Academy",1429,"Good"
"Religious","Mixed",NA,"Yorkshire and the Humber","Academy",139,"Outstanding"
"Non-religious","Mixed",23.4,"Yorkshire and the Humber","Community",101,"Inadequate"
"Religious","Single-sex",28.3,"Yorkshire and the Humber","Academy",397,"Good"
"Religious","Mixed",26.8,"Yorkshire and the Humber","Foundation",1364,"Outstanding"
"Religious","Mixed",26.9,"Yorkshire and the Humber","Academy",588,"Inadequate"
"Non-religious","Mixed",28.2,"Yorkshire and the Humber","Community",1454,"Good"
"Non-religious","Single-sex",26.8,"Yorkshire and the Humber","Community",702,"Requires Improvement"
"Religious","Mixed",27.2,"Yorkshire and the Humber","Voluntary",1736,"Outstanding"
"Non-religious","Mixed",26.2,"Yorkshire and the Humber","Academy",1536,"Outstanding"
"Non-religious","Mixed",26.4,"Yorkshire and the Humber","Academy",661,"Inadequate"
"Non-religious","Mixed",27.1,"Yorkshire and the Humber","Academy",1312,"Requires Improvement"
"Non-religious","Mixed",NA,"Yorkshire and the Humber","Community",78,"Good"
"Non-religious","Mixed",13.1,"Yorkshire and the Humber","Community",117,"Good"
"Non-religious","Mixed",17.4,"Yorkshire and the Humber","Community",50,"Good"
"Non-religious","Mixed",8.8,"Yorkshire and the Humber","Academy",133,"Outstanding"
"Religious","Single-sex",28.4,"Yorkshire and the Humber","Academy",797,"Good"
"Non-religious","Single-sex",28.4,"Yorkshire and the Humber","Community",813,"Good"
"Religious","Mixed",25,"Yorkshire and the Humber","Voluntary",857,"Good"
"Non-religious","Mixed",27.1,"Yorkshire and the Humber","Academy",1100,"Requires Improvement"
"Non-religious","Mixed",27.8,"Yorkshire and the Humber","Community",1737,"Good"
"Non-religious","Mixed",25.9,"Yorkshire and the Humber","Academy",891,"Inadequate"
"Non-religious","Mixed",26.7,"Yorkshire and the Humber","Community",975,"Requires Improvement"
"Non-religious","Mixed",27.6,"Yorkshire and the Humber","Academy",1239,"Good"
"Non-religious","Mixed",27.1,"Yorkshire and the Humber","Community",1128,"Good"
"Non-religious","Mixed",27.6,"Yorkshire and the Humber","Community",602,"Requires Improvement"
"Non-religious","Mixed",27.7,"Yorkshire and the Humber","Community",1224,"Good"
"Non-religious","Mixed",27.3,"Yorkshire and the Humber","Community",441,"Requires Improvement"
"Non-religious","Mixed",27.5,"Yorkshire and the Humber","Academy",920,"Good"
"Non-religious","Mixed",27.9,"Yorkshire and the Humber","Community",1590,"Requires Improvement"
"Non-religious","Mixed",28.8,"Yorkshire and the Humber","Academy",2077,"Outstanding"
"Non-religious","Mixed",26.5,"Yorkshire and the Humber","Community",741,"Requires Improvement"
"Non-religious","Mixed",28,"Yorkshire and the Humber","Community",1168,"Good"
"Non-religious","Mixed",28.6,"Yorkshire and the Humber","Community",1504,"Good"
"Non-religious","Mixed",4.7,"Yorkshire and the Humber","Community",97,"Good"
"Non-religious","Mixed",13.7,"Yorkshire and the Humber","Community",83,"Good"
"Non-religious","Mixed",NA,"Yorkshire and the Humber","Community",116,"Outstanding"
"Non-religious","Mixed",26.5,"Yorkshire and the Humber","Academy",827,"Good"
"Non-religious","Mixed",25.9,"Yorkshire and the Humber","Academy",1019,"Good"
"Religious","Mixed",27.8,"Yorkshire and the Humber","Academy",876,"Outstanding"
"Religious","Mixed",25,"Yorkshire and the Humber","Academy",262,"Good"
"Religious","Mixed",28.1,"Yorkshire and the Humber","Academy",804,"Outstanding"
"Non-religious","Mixed",26.1,"Yorkshire and the Humber","Academy",458,"Requires Improvement"
"Religious","Mixed",27.3,"Yorkshire and the Humber","Academy",717,"Requires Improvement"
"Religious","Mixed",25.9,"Yorkshire and the Humber","Academy",856,"Requires Improvement"
"Non-religious","Mixed",26.1,"Yorkshire and the Humber","Academy",882,"Good"
"Religious","Mixed",28.4,"Yorkshire and the Humber","Academy",2078,"Outstanding"
"Non-religious","Mixed",9.7,"Yorkshire and the Humber","Academy",193,"Good"
"Non-religious","Mixed",3,"Yorkshire and the Humber","Academy",103,"Outstanding"
"Non-religious","Mixed",27.9,"Yorkshire and the Humber","Academy",400,"Good"
"Non-religious","Mixed",26.2,"Yorkshire and the Humber","Community",793,"Good"
"Non-religious","Mixed",27,"Yorkshire and the Humber","Community",1164,"Good"
"Non-religious","Mixed",27.8,"Yorkshire and the Humber","Academy",526,"Good"
"Non-religious","Mixed",26.2,"Yorkshire and the Humber","Academy",742,"Inadequate"
"Non-religious","Mixed",27.1,"Yorkshire and the Humber","Academy",644,"Good"
"Non-religious","Mixed",25.9,"Yorkshire and the Humber","Academy",563,"Inadequate"
"Religious","Mixed",26.8,"Yorkshire and the Humber","Academy",693,"Good"
"Religious","Mixed",26.1,"Yorkshire and the Humber","Academy",697,"Good"
"Religious","Mixed",28.5,"Yorkshire and the Humber","Voluntary",582,"Good"
"Religious","Mixed",27.3,"Yorkshire and the Humber","Academy",843,"Good"
"Non-religious","Mixed",26.9,"Yorkshire and the Humber","Academy",759,"Good"
"Non-religious","Mixed",27.5,"Yorkshire and the Humber","Academy",543,"Good"
"Non-religious","Mixed",8.5,"Yorkshire and the Humber","Community",141,"Outstanding"
"Non-religious","Mixed",27.2,"Yorkshire and the Humber","Community",594,"Good"
"Non-religious","Mixed",28.4,"Yorkshire and the Humber","Community",648,"Requires Improvement"
"Non-religious","Mixed",26.5,"Yorkshire and the Humber","Community",713,"Good"
"Non-religious","Mixed",26.3,"Yorkshire and the Humber","Community",368,"Good"
"Non-religious","Mixed",28,"Yorkshire and the Humber","Community",1100,"Good"
"Non-religious","Mixed",28.5,"Yorkshire and the Humber","Community",1053,"Requires Improvement"
"Religious","Single-sex",32.2,"Yorkshire and the Humber","Voluntary",786,"Outstanding"
"Non-religious","Mixed",26.6,"Yorkshire and the Humber","Community",490,"Inadequate"
"Religious","Mixed",26.2,"Yorkshire and the Humber","Foundation",696,"Requires Improvement"
"Non-religious","Mixed",27.5,"Yorkshire and the Humber","Community",1200,"Inadequate"
"Non-religious","Mixed",29,"Yorkshire and the Humber","Academy",1791,"Outstanding"
"Non-religious","Mixed",27.1,"Yorkshire and the Humber","Academy",567,"Good"
"Religious","Mixed",27.9,"Yorkshire and the Humber","Voluntary",477,"Good"
"Non-religious","Mixed",28.8,"Yorkshire and the Humber","Community",1671,"Good"
"Non-religious","Mixed",26.9,"Yorkshire and the Humber","Community",870,"Good"
"Non-religious","Mixed",28.8,"Yorkshire and the Humber","Community",664,"Requires Improvement"
"Non-religious","Mixed",27.3,"Yorkshire and the Humber","Community",293,"Good"
"Non-religious","Mixed",NA,"Yorkshire and the Humber","Voluntary",582,"Good"
"Non-religious","Mixed",27.6,"Yorkshire and the Humber","Academy",786,"Good"
"Non-religious","Mixed",27.5,"Yorkshire and the Humber","Academy",486,"Good"
"Non-religious","Mixed",27.7,"Yorkshire and the Humber","Community",1499,"Good"
"Non-religious","Mixed",31.6,"Yorkshire and the Humber","Community",859,"Outstanding"
"Non-religious","Mixed",26.2,"Yorkshire and the Humber","Community",410,"Requires Improvement"
"Non-religious","Mixed",27.9,"Yorkshire and the Humber","Academy",1522,"Outstanding"
"Non-religious","Mixed",28.6,"Yorkshire and the Humber","Community",600,"Outstanding"
"Religious","Mixed",29.1,"Yorkshire and the Humber","Academy",1926,"Outstanding"
"Religious","Mixed",27.4,"Yorkshire and the Humber","Voluntary",528,"Requires Improvement"
"Religious","Mixed",28.7,"Yorkshire and the Humber","Voluntary",466,"Outstanding"
"Religious","Mixed",29.2,"Yorkshire and the Humber","Voluntary",1404,"Outstanding"
"Non-religious","Mixed",27.7,"Yorkshire and the Humber","Community",992,"Good"
"Non-religious","Mixed",27.4,"Yorkshire and the Humber","Community",1103,"Good"
"Non-religious","Mixed",27.2,"Yorkshire and the Humber","Community",614,"Requires Improvement"
"Non-religious","Mixed",27.8,"Yorkshire and the Humber","Community",748,"Requires Improvement"
"Religious","Single-sex",32.1,"Yorkshire and the Humber","Academy",797,"Outstanding"
"Religious","Mixed",27.5,"Yorkshire and the Humber","Academy",1755,"Outstanding"
"Non-religious","Mixed",28.8,"Yorkshire and the Humber","Community",1561,"Good"
"Non-religious","Mixed",27.4,"Yorkshire and the Humber","Community",948,"Good"
"Non-religious","Mixed",26.8,"Yorkshire and the Humber","Community",291,"Good"
"Non-religious","Mixed",27.4,"Yorkshire and the Humber","Community",470,"Good"
"Non-religious","Single-sex",NA,"Yorkshire and the Humber","Other",45,"Good"
"Non-religious","Single-sex",18.5,"Yorkshire and the Humber","Community",46,"Good"
"Non-religious","Mixed",7.7,"Yorkshire and the Humber","Community",51,"Good"
"Non-religious","Mixed",NA,"Yorkshire and the Humber","Community",54,"Outstanding"
"Non-religious","Mixed",21.4,"Yorkshire and the Humber","Community",23,"Requires Improvement"
"Non-religious","Mixed",7.5,"Yorkshire and the Humber","Community",109,"Outstanding"
"Non-religious","Mixed",11.1,"Yorkshire and the Humber","Community",152,"Good"
"Non-religious","Mixed",NA,"Yorkshire and the Humber","Other",26,"Good"
"Non-religious","Mixed",3,"Yorkshire and the Humber","Community",64,"Outstanding"
"Non-religious","Mixed",NA,"Yorkshire and the Humber","Community",50,"Outstanding"
"Non-religious","Mixed",13.2,"Yorkshire and the Humber","Community",68,"Good"
"Non-religious","Mixed",8.8,"Yorkshire and the Humber","Academy",77,"Good"
